600 3
 7.450  7.010  5.872
 7.103  6.968  7.668
 6.805  6.604  6.992
 7.347  7.585  7.607
 7.411  7.493  6.061
 7.341  7.059  7.201
 6.663  6.890  7.172
 7.656  7.739  7.124
 6.980  6.159  7.483
 3.784  5.323  4.081
 3.961 -0.510  3.984
 3.991  4.786  3.968
 4.074  4.260  3.969
 3.925  4.378  4.068
 3.993  6.506  3.876
 4.163  5.718  4.000
 4.035  1.522  4.099
 3.853  1.359  4.069
 4.085  4.781  3.840
 3.941  4.068  3.954
 4.010  2.083  3.801
 4.026  4.587  4.118
 4.236  6.385  4.087
 3.882  6.527  4.039
 4.133  4.250  3.930
 4.030  8.408  3.801
 4.106  2.607  3.975
 3.942  3.066  3.936
 3.984  4.320  4.063
 3.855  9.034  4.066
 3.814  3.595  4.057
 3.895  3.501  3.927
 4.126 -1.434  4.100
 3.943  4.333  4.091
 3.996  3.651  4.119
 4.032  4.608  3.837
 4.050  3.022  4.047
 3.841  2.731  3.984
 4.069  7.551  4.089
 3.868  2.150  4.133
 4.020  2.272  3.964
 4.035  1.845  4.048
 4.019  2.534  4.087
 3.932  5.073  3.941
 3.894  6.298  4.042
 4.099  7.192  4.083
 4.082  1.017  3.870
 3.987  4.064  3.857
 3.939  3.872  4.172
 3.946  4.546  3.790
 3.935  3.235  3.903
 4.150  2.733  3.965
 4.089  3.344  3.850
 4.032  6.089  3.959
 4.038  5.194  3.855
 3.822  3.785  3.970
 3.966  5.195  4.097
 3.920  4.895  3.992
 3.911  7.520  3.875
 4.024  4.127  4.047
 4.168  2.481  4.067
 3.989  4.229  3.980
 4.006  6.657  4.015
 3.878  4.566  4.035
 4.043  2.793  3.940
 3.977  5.281  4.156
 4.039  3.558  4.151
 4.144  4.870  4.021
 4.155  2.381  4.017
 4.096  3.684  3.954
 4.040  5.093  4.069
 4.059  3.837  4.018
 3.937  2.488  3.852
 4.082  6.019  4.178
 3.883  4.936  3.747
 3.953  3.488  4.082
 3.945  5.577  4.078
 3.971  4.156  4.102
 4.003  1.611  3.866
 4.099  6.972  4.065
 4.076  2.040  3.883
 3.871  4.309  3.975
 3.992  5.267  4.019
 3.893  5.419  4.052
 4.100  3.798  4.041
 3.990  7.227  3.920
 4.092  5.541  4.059
 4.118  0.832  3.894
 4.239  3.440  3.908
 3.923  0.605  3.853
 3.905  1.789  4.046
 4.135  7.879  4.101
 4.100  5.315  3.994
 3.848  2.433  4.012
 4.009  4.285  3.820
 3.959  2.883  4.173
 4.220  2.750  4.260
 4.159  3.477  3.969
 4.023  3.079  3.946
 4.068  5.033  3.926
 3.890  6.792  4.171
 4.081  2.470  4.062
 4.044  1.609  3.867
 4.055  2.282  4.006
 3.935  4.871  3.769
 3.951  1.425  4.082
 3.978  1.990  4.026
 4.023  3.035  3.928
 4.072  6.003  4.141
 7.310  0.255  2.912
 4.956  0.162  5.245
 5.979  2.579  8.291
 6.264  3.181  4.141
 5.987  0.295  2.760
 2.740  2.314  1.780
 6.257  1.443  4.370
 6.076  1.977  3.179
 3.559  2.115  6.130
 7.325  3.750  4.102
 3.812  0.831  5.429
 4.757 -1.032  3.598
 1.881  0.060  2.177
 6.027 -0.436  2.046
 3.736  1.357  3.881
 4.336  2.403  4.015
-1.144 -1.415  1.729
 7.063 -0.174  5.731
 2.716  2.320  3.260
 4.704  2.776  5.829
 3.437 -0.512  3.263
 6.681 -0.114  5.777
 2.740 -0.904  4.096
 2.557  4.438  3.120
 3.066  0.292  1.598
 1.074  0.493  1.880
 0.191  3.515  3.982
 4.133 -0.200  0.866
 4.973  1.386  4.738
 2.387  3.286  5.419
 7.422 -0.500  3.612
 3.316 -0.129  3.854
 0.201  1.610  3.987
 3.905  2.156  6.970
 6.130 -1.788  3.207
 6.681  0.047  7.419
 4.773  6.698  2.005
 6.152 -2.065  0.411
 4.319  1.380  2.804
 6.261  0.379  3.982
 6.860  1.892  3.931
 4.019  1.449  3.701
 3.898 -1.384  2.564
 2.881  1.244  8.571
 4.724  2.528 -0.468
 4.605 -0.042  7.032
 5.473 -0.519  5.209
 8.362  1.213  4.910
 2.797  0.179  0.334
 2.493  0.240  2.706
 5.918  0.965  7.422
 1.674  2.355  2.615
 3.252 -1.408  2.275
 2.584  0.102  4.175
 3.638  0.390  3.121
 2.818  2.664  5.614
 7.453  5.771  3.767
 2.154  2.311  5.602
 5.310  4.068  4.045
 5.142 -0.131  3.353
 0.797  0.983  0.083
 0.383 -2.541  4.815
 3.690  2.707  2.500
 5.274  1.150  4.059
 3.584  1.587  4.346
 2.553  0.983  3.389
 6.474  0.933  2.580
 2.821 -0.098  7.474
 4.200  3.240  0.720
 4.355 -0.988  0.746
 3.719  0.950  2.545
 8.252  0.577  9.714
 1.487 -0.457  3.788
 2.498 -3.648  3.488
 4.828  1.827  6.977
 3.063  4.019  1.673
 8.930 -0.284  5.957
 5.929  1.255  1.413
 5.284 -1.209  1.678
 1.959 -0.605  1.613
 4.659  2.784  7.382
 2.226 -1.460  5.818
 3.816  2.502  4.087
 1.886  1.050  2.226
 2.231  1.631  5.346
 6.483 -1.153  3.355
 7.408  2.815  3.052
 1.779  3.951  4.677
 1.849  1.019  3.765
 3.202  0.738  5.971
 4.133  4.287  1.868
 6.447  2.842  2.926
 1.482  5.188  4.853
 2.313  2.647  5.016
 2.759  1.501  4.994
 4.436  3.128  3.500
 4.452 -0.048  7.510
 4.402  4.974  4.890
-1.941  0.411  6.408
 5.688 -2.633  3.653
 5.629 -1.545  3.475
 1.250  3.194  3.080
 6.497  2.402 10.091
 4.353  2.428  3.607
 5.849  1.284  3.047
 5.119 -2.454  2.821
 5.784  3.152  5.545
 2.488 -0.233  4.221
 2.420  3.637  2.306
 7.806  3.955  4.374
 0.718  5.578  3.668
 3.349 -0.664 -0.483
 6.444  2.739  2.108
 4.883  3.374  6.674
 8.344  1.267  2.366
 6.991 -1.949  4.110
 4.199 -2.504  2.340
 5.149  0.885  1.965
 4.939  3.217  0.682
 3.863  2.375  2.357
 4.076 -0.357  4.491
 6.240  0.498  3.195
 5.368 -0.158  5.206
 4.381  2.874  1.902
 3.633  4.111  0.463
 4.476 -0.127  3.394
 6.585  1.261  5.979
 1.983 -2.549  5.000
 0.265  2.151  4.300
 2.264  0.557  7.264
 4.345  0.316  4.032
 3.763  1.582  8.051
 2.195  2.936  5.149
 6.179  0.718  1.966
 5.773  0.045  7.890
 4.365  1.493  2.542
 3.357  1.569  4.457
 4.882  1.613  6.814
 1.529  3.080  6.314
 3.138  1.902  3.179
 3.283  0.092  4.803
 4.206 -0.055  4.435
 6.133  0.459  8.003
 4.929  1.811  3.974
 6.219  3.169  2.276
 2.134  2.777  1.162
 4.672  0.810  1.838
 0.109  1.438  0.851
 3.346  2.912  2.556
 1.849  1.307  0.496
 0.457 -0.702  3.965
 4.807 -0.728  3.987
 4.531  2.348  5.821
 1.714  0.443  1.784
 3.330  3.424  4.108
 1.563 -1.473  2.965
 4.547  3.808  3.547
 1.354  1.527  4.340
 2.132  2.589  4.676
 5.795 -0.453  1.794
 7.819 -1.238  5.652
 5.622  0.332  4.293
 5.037  1.455  2.980
 2.189  3.287  6.016
-0.510  3.742  5.277
 3.386  1.348  6.187
 4.922 -1.630  6.288
 1.419  0.838  1.977
 4.124  2.387  8.482
 5.563  1.411  2.525
 2.202  2.613  5.249
 2.207 -0.283  2.363
 4.029  3.523  2.676
 2.319  2.613  4.121
 6.545  1.966  5.275
 5.860 -4.154  3.578
 4.363 -0.138  1.755
 4.211  0.405  5.388
 2.920  1.718 12.309
 4.649  2.956  6.610
-0.835 -0.583  3.244
 5.019  1.072  5.040
 5.154  3.659  2.213
 0.808 -0.761  1.070
 4.844  1.030  0.944
 5.043 -0.260  5.494
 4.211  1.282  2.203
 2.706  3.366  5.287
 3.145 -0.619  2.426
 1.546  0.817  3.286
 2.745 -0.162  3.296
 3.361  2.052  3.289
 1.079  1.756  2.271
 5.837  1.892  4.894
 4.307 -1.680  5.290
 2.567  0.585  0.349
 4.050  0.763  4.060
 3.748  0.573  7.581
 3.670 -0.466  0.893
 2.646  2.134  3.757
 7.172  1.356  0.310
 0.720  2.017  3.352
 4.526  5.489  3.184
 6.739  0.689  1.677
 2.187  1.273  3.560
 1.935  1.460  2.687
 0.336 -0.248  1.530
 4.402  3.569  4.140
 2.081  3.239  8.346
 3.947  0.842  2.758
 1.408  3.351  4.449
 5.662  2.122  5.152
 5.142  1.837  5.185
 2.120 -2.367 -0.209
-1.749  2.512  6.346
 2.238 -0.660  1.272
 1.618  0.219  2.045
 1.484  2.648  3.600
-0.245  2.299  2.254
 4.244  1.421  0.527
 2.379 -5.189  7.305
 2.384  4.388  4.354
 7.233  2.086  2.313
 3.360  1.807  2.128
 4.697  0.591  3.251
 3.979 -0.201  3.486
 6.274  2.122  7.991
 1.340  3.803  3.405
 7.423  2.756  6.214
 7.323  4.218  2.317
 4.264  0.397  4.760
 3.211  3.391  2.681
 3.861  1.174  3.388
 4.387 -2.683  4.513
 6.308  4.208  6.782
 2.130  1.596  6.696
 2.642 -1.108  1.777
 1.288  2.195  1.146
 4.015 -0.293  3.836
 1.488  1.244  4.781
 8.155  1.392  6.077
 5.203  0.472  4.598
 4.421  1.064  1.434
 3.682  1.454  4.509
 4.715  2.326  3.949
 8.287 -3.615  2.826
 4.892 -1.781  4.846
 1.950 -0.156  3.992
 7.942 -0.479  4.579
 5.089  6.203  6.618
 7.225 -1.923  3.056
 7.074  1.669  6.196
 7.288  0.084  3.531
 5.096  2.184  3.635
 3.674  3.070  4.664
 9.227 -3.767  3.420
 7.597  2.897  2.544
 8.630  3.217  5.629
 3.211  0.800  0.181
 2.455  4.661  5.978
 6.442  2.672  2.195
 6.001  1.664  6.230
 2.299  1.439  4.486
 3.004  4.100  1.272
 5.540  0.377  4.178
 1.133 -2.693  3.011
 4.582 -0.462  5.670
 5.784  3.859 -1.174
 4.843 -1.574  1.851
 2.613 -1.789  3.501
 5.480  0.545  5.878
 4.910  0.251  3.548
 6.946  2.178  4.683
 1.235  4.626  2.757
 2.187  2.174  2.943
 3.119  0.994  0.702
 1.826  2.712  4.582
 4.384  3.144  1.113
 6.082  1.734  2.966
 4.533 -0.795  0.996
 1.037 -2.927  6.159
 5.575  0.719  1.754
 4.551  0.910  2.518
 4.822  3.690  1.064
 4.136 -1.140  2.823
 8.328 -2.485  3.868
 7.033  5.245  1.605
 3.105  1.474  4.654
 3.046  0.661  2.258
 2.491  1.739  3.143
 2.523  2.206  1.959
 2.168  0.109  3.748
 5.695  0.468  3.355
 4.917  1.047  0.431
 6.145  1.784  4.801
 4.202  0.916  4.310
 3.990 -1.200  6.142
 2.795 -0.460  4.292
 0.266  3.969  3.671
 1.954  0.922  6.873
